Survey Identifier,Area of park,Longitude,Latitude,Food cache ,Lodge class,Lodge type,Lodge number,Lodge identifier,Unit identifier,Year of survey,Month of survey,Day of survey,Season,Aerial or ground survey method,Mode of transportation for survey,Percentage of EINP surveyed,Width of transect in meters,Visibility conditions,Amount of snow on ground,Amount of ice on ponds,"Flying height, above ground level",Flying speed,Survey Comments
21,north,-112.9509317,53.59317187,present,3,island,57,10057,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9289306,53.59451758,present,4,shoreline,56,10056,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9319239,53.59520646,present,1,island,55,10055,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.950081,53.59733915,present,4,island,49,10049,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9326572,53.60001327,present,1,shoreline,39,10039,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9470736,53.59996829,present,1,shoreline,70,10070,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9362971,53.60194121,present,1,shoreline,37,10037,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9427901,53.60411042,present,1,unknown,42,10042,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9398758,53.60417569,present,3,shoreline,34,10034,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9363614,53.60665094,present,1,shoreline,29,10029,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9039373,53.60899631,present,1,shoreline,7,11007,11,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8654801,53.61036627,present,1,island,14,11014,11,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.926076,53.609496,present,1,shoreline,20,10020,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9440341,53.60947524,present,1,island,13,10013,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9347594,53.61227764,present,1,shoreline,17,10017,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9247608,53.61514491,present,1,shoreline,78,10078,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9432387,53.61684201,present,4,shoreline,77,10077,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.942995,53.61713365,present,1,unknown,8,10008,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9334059,53.61871839,present,3,island,5,10005,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.9416115,53.6215792,present,1,island,76,10076,10,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.7941105,53.62993178,present,1,unknown,59,7059,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.780624,53.63398083,present,1,shoreline,24,7024,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8525843,53.63416508,present,1,shoreline,45,6045,6,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8516589,53.6379012,present,1,shoreline,62,6062,6,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.782802,53.63900065,present,1,shoreline,35,7035,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.7847304,53.64203741,present,1,shoreline,39,7039,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.855216,53.64105549,present,1,island,12,6012,6,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8719033,53.6444905,present,1,island,38,5038,5,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.890456,53.64491809,present,1,shoreline,82,5082,5,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8743196,53.6454146,present,1,island,36,5036,5,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.7935369,53.64671529,present,1,shoreline,37,7037,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8909698,53.6452426,present,1,shoreline,64,5064,5,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8661739,53.64802309,present,1,island,39,5039,5,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.7971119,53.65037444,present,1,shoreline,52,7052,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.7805511,53.65307613,present,1,shoreline,4,7004,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.799949,53.65445811,present,1,shoreline,54,7054,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.7811256,53.6559353,present,1,island,2,7002,7,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8989081,53.65557218,present,1,shoreline,12,5012,5,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.848587,53.65689926,present,1,shoreline,66,6066,6,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8321191,53.65998423,present,1,shoreline,99,3099,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8322483,53.66017104,present,1,shoreline,112,3112,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8592017,53.66390876,present,1,island,111,3111,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8588279,53.66401345,present,1,island,128,3128,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8704582,53.66584603,present,1,island,79,5079,5,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8492181,53.6678571,present,1,shoreline,129,3129,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8283959,53.67466753,present,1,shoreline,120,3120,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.828278,53.67474124,present,1,shoreline,130,3130,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8329327,53.69093256,present,1,island,24,3024,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8440832,53.69377295,present,1,island,20,3020,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8574128,53.69584136,present,1,island,17,3017,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8664478,53.70078911,present,1,unknown,4,3004,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8691492,53.70602399,present,1,shoreline,119,3119,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,north,-112.8673757,53.70703154,present,1,shoreline,88,3088,3,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,south,-112.9106259,53.55188395,present,1,shoreline,43,15043,15,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
21,south,-112.9316529,53.56707196,present,1,island,58,15058,15,2002,10,NA,fall,ground,foot,40,NA,NA,NA,NA,NA,NA,"Only units 3,5,6,7,10,11,12,15. Percentage is rough estimate."
24,north,-112.8305204,53.57381398,present,1,unknown,3,14003,14,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9345578,53.57248198,present,1,unknown,26,12026,12,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8262679,53.5799292,present,1,unknown,20,14020,14,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9503805,53.57923725,present,1,unknown,11,12011,12,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9299438,53.58293105,present,1,unknown,31,12031,12,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8261431,53.58614312,present,1,unknown,7,14007,14,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.948384,53.58575164,present,1,unknown,25,12025,12,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9444597,53.58945648,present,NA,unknown,48,12048,12,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9319239,53.59520646,present,NA,unknown,55,10055,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8046485,53.59830897,present,NA,unknown,16,14016,14,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.950081,53.59733915,present,NA,unknown,49,10049,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9375609,53.59851352,present,NA,unknown,52,10052,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9326572,53.60001327,present,1,unknown,39,10039,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9427901,53.60411042,present,NA,unknown,42,10042,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9233703,53.60617726,present,1,shoreline,98,10098,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9363614,53.60665094,present,1,unknown,29,10029,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9328498,53.60886533,present,NA,unknown,91,10091,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.926076,53.609496,present,1,unknown,20,10020,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9440341,53.60947524,present,1,unknown,13,10013,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8602087,53.6173436,present,1,unknown,39,8039,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9432387,53.61684201,present,NA,unknown,77,10077,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8158098,53.620336,present,1,unknown,24,9024,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9334059,53.61871839,present,1,unknown,5,10005,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9149068,53.62090378,present,1,unknown,37,8037,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9158934,53.6213195,present,NA,unknown,62,8062,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9416115,53.6215792,present,NA,unknown,76,10076,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8364125,53.62784275,present,1,unknown,2,9002,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7944586,53.62922536,present,1,island,51,7051,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7941105,53.62993178,present,1,shoreline,59,7059,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7890071,53.63156342,present,1,shoreline,32,7032,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.800689,53.63276365,present,1,shoreline,12,7012,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9107499,53.63130869,present,1,shoreline,83,8083,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7888001,53.63346335,present,1,shoreline,30,7030,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.852958,53.63371879,present,1,island,63,6063,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8188193,53.63511451,present,1,island,34,6034,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7802976,53.63628706,present,1,island,23,7023,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8494964,53.63549839,present,1,shoreline,31,6031,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9094118,53.63751513,present,NA,unknown,80,8080,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9104327,53.63767863,present,1,unknown,47,8047,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7856097,53.64100845,present,1,shoreline,55,7055,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.841338,53.64023598,present,1,shoreline,17,6017,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8028345,53.6408671,present,1,island,59,6059,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8212422,53.64079518,present,1,island,42,6042,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.855216,53.64105549,present,1,island,12,6012,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9210973,53.64100501,present,NA,unknown,3,8003,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7812433,53.64365357,present,1,island,19,7019,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9142898,53.64201309,present,1,unknown,78,8078,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8493561,53.64439152,present,1,shoreline,50,6050,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7935369,53.64671529,present,1,shoreline,37,7037,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8909698,53.6452426,present,NA,unknown,64,5064,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.779778,53.64765782,present,1,island,18,7018,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7934863,53.65086932,present,1,island,57,7057,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8487353,53.65198853,present,1,island,5,6005,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7805511,53.65307613,present,1,island,4,7004,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9010699,53.65283191,present,NA,unknown,65,5065,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7811256,53.6559353,present,1,island,2,7002,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.848587,53.65689926,present,NA,unknown,66,6066,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7852143,53.6581488,present,1,island,72,7072,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8322483,53.66017104,present,1,island,112,3112,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7865504,53.66111346,present,4,island,84,4084,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7868392,53.66221488,present,1,island,76,4076,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8592017,53.66390876,present,4,shoreline,111,3111,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8588279,53.66401345,present,1,island,128,3128,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8157565,53.66487225,present,1,shoreline,43,4043,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8704582,53.66584603,present,NA,unknown,79,5079,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8490024,53.66777053,present,1,shoreline,74,3074,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8492181,53.6678571,present,4,shoreline,129,3129,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8064331,53.66878,present,1,island,32,4032,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7968894,53.66897756,present,1,island,96,4096,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.81194,53.67046777,present,1,shoreline,68,4068,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8253159,53.67381554,present,1,shoreline,68,3068,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8273981,53.67470074,present,1,island,67,3067,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.828278,53.67474124,present,4,shoreline,130,3130,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8183098,53.67565717,present,1,island,26,4026,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8134544,53.67576677,present,1,island,28,4028,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8021359,53.67662987,present,1,island,16,4016,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8228533,53.67638818,present,1,shoreline,27,4027,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7893381,53.67868268,present,1,island,9,4009,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8361259,53.68077915,present,1,shoreline,104,3104,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8358446,53.6809273,present,NA,unknown,133,3133,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8192878,53.68148566,present,1,island,65,4065,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7840698,53.68228526,present,1,island,72,4072,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7943113,53.68347169,present,1,island,81,4081,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8328675,53.68455083,present,1,island,32,3032,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7813102,53.68542778,present,1,island,64,4064,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8069393,53.68626639,present,1,island,3,4003,4,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8126657,53.68877787,present,NA,unknown,61,1061,1,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8330381,53.68847675,present,1,shoreline,113,3113,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8473277,53.68934492,present,1,shoreline,37,3037,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8135432,53.69051758,present,1,shoreline,59,1059,1,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8184801,53.69155744,present,1,island,57,1057,1,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7849745,53.69293355,present,1,island,25,2025,2,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8079153,53.69278718,present,1,shoreline,12,2012,2,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8007574,53.69542114,present,1,island,18,2018,2,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7946856,53.69725628,present,1,island,34,2034,2,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8212844,53.69757391,present,1,shoreline,49,1049,1,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8116613,53.69818733,present,1,shoreline,46,1046,1,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8125327,53.69837192,present,4,unknown,47,1047,1,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8494291,53.69962375,present,1,island,132,3132,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8546994,53.6995872,present,1,island,14,3014,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8056737,53.70128032,present,1,island,44,2044,2,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8664478,53.70078911,present,1,island,4,3004,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8673757,53.70703154,present,1,island,88,3088,3,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.840514,53.71437842,present,1,shoreline,21,1021,1,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8022332,53.71506838,present,1,shoreline,23,2023,2,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8905535,53.51611694,present,1,island,26,19026,19,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8076598,53.51801967,present,1,shoreline,64,20064,20,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8711745,53.51722201,present,1,island,22,19022,19,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8178673,53.51862002,present,1,island,65,20065,20,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8370915,53.51842498,present,1,island,30,20030,20,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9017828,53.51829419,present,1,shoreline,41,19041,19,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.8056221,53.52011816,present,1,island,46,20046,20,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,south,-112.9129375,53.51912307,present,1,shoreline,8,18008,18,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
